_Kode,_Judul,_Tahun,_Seniman,_Ukuran,_Media,_Pameran,_Lokasi,_Deskripsi,@images,_PDF,_Link,@QR-Images
LK/248/DKB/12/BBY/TM,Opera Cahaya VIII,2012,Doni Kabo,40 x 50 cm,"cat minyak, bitumen aspaltum di kanvas",TANDA MATA IX,C11-2,,/TM-Low/LK248DKB12BBYTM.jpeg,LK_248_DKB_12_BBY_TM.pdf,https://drive.google.com/file/d/1ArQZhgfUJ8N0YIfVoDngkLjB9EHkIpmo/view?usp=drivesdk,
LK/249/RNS/10/BBY/TM,Horizontal,2010,Robert Nasrullah,50 x 200 cm,mixed media,TANDA MATA IX,D04-1,,/TM-Low/LK249RNS10BBYTM.jpeg,LK_249_RNS_10_BBY_TM.pdf,https://drive.google.com/file/d/1iO5CT7X7OpMPwAH2BjUOwFuDNUDhKgD4/view?usp=drivesdk,
LK/250/AYD/12/BBY/TM,Jimi's Message,2012,Aji Yudalaga,175 x 125 cm,silkscreen acrylic marker on canvas,TANDA MATA X,D02-2,,/TM-Low/LK250AYD12BBYTM.jpeg,LK_250_AYD_12_BBY_TM.pdf,https://drive.google.com/file/d/17eMPONaaK-ZgEGs_sTmuL1v-QnSim0Fg/view?usp=drivesdk,
LK/251/BDY/14/BBY/TM,Ngemik'i,2014,Budiyana,100 x 80 cm,cat minyak di atas kanvas,TANDA MATA X,D03-1,,/TM-Low/LK251BDY14BBYTM.jpeg,LK_251_BDY_14_BBY_TM.pdf,https://drive.google.com/file/d/1TBo5WVWfaNCirNKsKhwbMiyA-m6d0hec/view?usp=drivesdk,
LK/252/ERH/12/BBY/TM,Imaji,2012,Eko Rahmi,60 x 40 cm,cat akrilik di atas kanvas,TANDA MATA X,C11-1,,/TM-Low/LK252ERH12BBYTM.jpeg,LK_252_ERH_12_BBY_TM.pdf,https://drive.google.com/file/d/1wIDR3xSn2Sb83CPbenr6khIU78sqokwH/view?usp=drivesdk,
LK/253/TER/11/BBY/TM,Rage Against,2011,Taufik Ermas,120 x 120 cm,cat akrilik di atas kanvas,TANDA MATA X,C06-2,,/TM-Low/LK253TER11BBYTM.jpeg,LK_253_TER_11_BBY_TM.pdf,https://drive.google.com/file/d/1KIxInsYIxNKhO7yZQidJ0SWxV3iFi2pA/view?usp=drivesdk,
LK/254/TBK/12/BBY/TM,Alone,2012,Tri Bakdo,150 x 200 cm,cat akrilik di atas kanvas,TANDA MATA X,D03-2,,/TM-Low/LK254TBK12BBYTM.jpeg,LK_254_TBK_12_BBY_TM.pdf,https://drive.google.com/file/d/16QKg_RFnt1sV_aKxQs5Yw9d-L1-t92aQ/view?usp=drivesdk,
LK/255/SST/13/BBY/TM,Dejavu Calendar,2013,Soneo Santoso,145 x 125 cm,"acrylic, marker on canvas",TANDA MATA X,C15-2,,/TM-Low/LK255SST13BBYTM.jpeg,LK_255_SST_13_BBY_TM.pdf,https://drive.google.com/file/d/1FN0qWVvhDLRY1t8_7_Pgo8aFX6Pu4WHa/view?usp=drivesdk,
LK/256/VHR/13/BBY/TM,Untitled,2013,Vani H. R.,120 x 245 cm,mix media on plate,TANDA MATA X,C-SC05,,/TM-Low/LK256VHR13BBYTM.jpeg,LK_256_VHR_13_BBY_TM.pdf,https://drive.google.com/file/d/1ISpQhcw98WOhy7b7PaJrsjsruKqg9fD6/view?usp=drivesdk,
LK/257/BRH/06/BBY/TM,Ionisasi Hati,2006,Besti Rahulasmoro,130 x 130 cm,ballpoint on canvas,TANDA MATA X,D14-2,,/TM-Low/LK257BRH06BBYTM.jpeg,LK_257_BRH_06_BBY_TM.pdf,https://drive.google.com/file/d/1Xne9RL7DkYA6LtZpA17v_wLlgAdfDomc/view?usp=drivesdk,
LK/258/TWS/88/BBY/TM,Y,1988,Tulus Warsito,72 x 87 cm,batik - katun,,C02-1,,/TM-Low/LK258TWS88BBYTM.jpeg,LK_258_TWS_88_BBY_TM.pdf,https://drive.google.com/file/d/1MmXv9Fyn5_CM-F82pSWyKeDafU5QnNMr/view?usp=drivesdk,
LK/259/SGI/14/BBY/TM,Berlabuh,2014,Syahnagra Ismail,140 x 90 cm,cat akrilik di atas kanvas,TANDA MATA X,C08-2,,/TM-Low/LK259SGI14BBYTM.jpeg,LK_259_SGI_14_BBY_TM.pdf,https://drive.google.com/file/d/15j5f7wB5AQJfZpVill-mGnEDReJHYkGA/view?usp=drivesdk,
LK/260/GGS/12/BBY/TM,Meditation,2012,Greg Susanto,70 x 90 cm,"mix media, akrilik, poliresin",TANDA MATA X,E11-1,,/TM-Low/LK260GGS12BBYTM.jpeg,LK_260_GGS_12_BBY_TM.pdf,https://drive.google.com/file/d/139r36ch-_FpPuZVzwb7-XmX0unI2d5Gs/view?usp=drivesdk,
LK/261/BWP/14/BBY/TM,Untitled,2014,Banlu Wiriyapornprapas,75 x 55 cm,cat air di atas kertas,TANDA MATA X,C08-2,,/TM-Low/LK261BWP14BBYTM.jpeg,LK_261_BWP_14_BBY_TM.pdf,https://drive.google.com/file/d/1x5wKnY8BOpE4hSMq7b42MkwO5ugW6_IK/view?usp=drivesdk,
LK/262/SNA/14/BBY/TM,Blue Cello,2014,Seno Andrianto,55 x 75 cm,cat air di atas kertas,TANDA MATA X,E10-2,,/TM-Low/LK262SNA14BBYTM.jpeg,LK_262_SNA_14_BBY_TM.pdf,https://drive.google.com/file/d/1A529Hvs217CnESBFEcVa-QEieOmNeJH3/view?usp=drivesdk,
LK/263/ADE/14/BBY/TM,Untitled,2014,Andon Esti,80 x 70 cm,mixmedia di atas kanvas,TANDA MATA X,C05-2,,/TM-Low/LK263ADE14BBYTM.jpeg,LK_263_ADE_14_BBY_TM.pdf,https://drive.google.com/file/d/1cwXeF16e83UPCdqryig3ofjmWIiliLMD/view?usp=drivesdk,
LK/264/SHJ/10/BBY/TM,New Planet,2010,Sulistya Hadi Joko Atmaja,135 x 135 cm,akrilik di atas kanvas,TANDA MATA X,D03-2,,/TM-Low/LK264SHJ10BBYTM.jpeg,LK_264_SHJ_10_BBY_TM.pdf,https://drive.google.com/file/d/1iZ1eov_CfghmUCpuqOpJaRYxWf-DQR6q/view?usp=drivesdk,
LK/265/YSH/14/BBY/TM,Me,2014,Yoyok Sahaja,90 x 110 cm,akrilik di atas kanvas,TANDA MATA X,C01-2,,/TM-Low/LK265YSH14BBYTM.jpeg,LK_265_YSH_14_BBY_TM.pdf,https://drive.google.com/file/d/1ZjbUZe5tQSIiXtyfbHxepl_JeATS-3ew/view?usp=drivesdk,
LK/266/YLK/14/BBY/TM,Bintang Terang,2014,Yuli Kodo,70 x 90 cm,akrilik di atas kanvas,TANDA MATA X,C14-2,,/TM-Low/LK266YLK14BBYTM.jpeg,LK_266_YLK_14_BBY_TM.pdf,https://drive.google.com/file/d/1nO1yYMMUr5NfXKVyjM7he_kfXNLhz0gZ/view?usp=drivesdk,
LK/267/JYP/12/BBY/TM,Ballad of The Last Train,2012,Jesaya Yerry P,200 x 145 cm,cat minyak di atas kanvas,TANDA MATA XI,E03-1,,/TM-Low/LK267JYP12BBYTM.jpeg,LK_267_JYP_12_BBY_TM.pdf,https://drive.google.com/file/d/10iaZ6fyaBIxmDXDqNZ6ZmS2wpArfYDVq/view?usp=drivesdk,
LK/268/DDN/13/BBY/TM,Unfinish Dream,2013,Dhidhik Danardono,30 x 130 cm,"mixmedia, dimension variable",TANDA MATA XI,C03-1,,/TM-Low/LK268DDN13BBYTM.jpeg,LK_268_DDN_13_BBY_TM.pdf,https://drive.google.com/file/d/1iEe0NpUKQKzAI7qde-P45hrlwFsn4684/view?usp=drivesdk,
LK/269/HNC/14/BBY/TM,Kontradiksi,2014,Haqiqi Nur Cahyo,66 x 300 cm,cat minyak di atas kanvas,TANDA MATA XI,C-SC05,,/TM-Low/LK269HNC14BBYTM.jpeg,LK_269_HNC_14_BBY_TM.pdf,https://drive.google.com/file/d/1LT6iYqCxIA7ydu6vT7x_OdyfbHlMNxD2/view?usp=drivesdk,
LK/270/LST/03/BBY/TM,Seri Wajah,2003,Laksmi Shitaresmi,30 x 30 cm,akrilik di atas kanvas,TANDA MATA XI,C02-2,,/TM-Low/LK270LST03BBYTM.jpeg,LK_270_LST_03_BBY_TM.pdf,https://drive.google.com/file/d/1KStbIEB_s-43Iad2XKgfcYyWL7DpHu2O/view?usp=drivesdk,
LK/271/TBW/12/BBY/TM,Incognito,2012,Tjokorda Bagus Wiratmaja,100 x 120 cm,akrilik di atas kanvas,TANDA MATA XI,D01-2,,/TM-Low/LK271TBW12BBYTM.jpeg,LK_271_TBW_12_BBY_TM.pdf,https://drive.google.com/file/d/1U2F_aiYBjHa6jCcn6okWy5yoMq-tK0XI/view?usp=drivesdk,
LK/272/SOE/15/BBY/TM,Istriku,2015,Soetopo,70 x 50 cm,cat minyak di atas kanvas,TANDA MATA XI,C03-1,,/TM-Low/LK272SOE15BBYTM.jpeg,LK_272_SOE_15_BBY_TM.pdf,https://drive.google.com/file/d/1TNn3DDtVim8Z6JMJhxp_r1QMhMMWx2lz/view?usp=drivesdk,
LK/273/SSM/15/BBY/TM,Gegat Penggalih Gugat,2015,Sri Setyawati Mulyani (Cipuk),36 x 27 cm,akrilik di atas kanvas,TANDA MATA XI,C02-2,,/TM-Low/LK273SSM15BBYTM.jpeg,LK_273_SSM_15_BBY_TM.pdf,https://drive.google.com/file/d/10GqfRnXeVmAZgbeqUlXhggHzhflfSW7t/view?usp=drivesdk,
LK/274/AGP/16/BBY/TM,Texture of Nature,2016,Anggar Prasetya,40 x 40 cm,akrilik di atas kanvas,TANDA MATA XI,C02-2,,/TM-Low/LK274AGP16BBYTM.jpeg,LK_274_AGP_16_BBY_TM.pdf,https://drive.google.com/file/d/1ehDtvxThN1zkAAkoAL0fZc4J9UM9yuNv/view?usp=drivesdk,
LK/275/SGY/12/BBY/TM,Monalimbuk,2012,Sugiyo,115 x 100 cm,akrilik di atas kanvas,TANDA MATA XI,C10-1,,/TM-Low/LK275SGY12BBYTM.jpeg,LK_275_SGY_12_BBY_TM.pdf,https://drive.google.com/file/d/1w9SwLroaid_9kPGWrYJ_6_UiizSa-HLP/view?usp=drivesdk,
LK/276/AAW/15/BBY/TM,Anggap Saja Rumah Sendiri,2015,Ngakan Putu Agus Arta Wijaya (NPAAW),40 x 50 cm,akrilik di atas kanvas,TANDA MATA XI,D04-2,,/TM-Low/LK276AAW15BBYTM.jpeg,LK_276_AAW_15_BBY_TM.pdf,https://drive.google.com/file/d/1umFBOdVMHbvW_uucQkK9LDI8ivA3jvCV/view?usp=drivesdk,
LK/277/AAW/14/BBY/TM,Kusandarkan Pada-Nya,2014,Tondo Suryaning Bawono,55 x 45 cm,akrilik di atas kanvas,TANDA MATA XI,C04-1,,/TM-Low/LK277AAW14BBYTM.jpeg,LK_277_AAW_14_BBY_TM.pdf,https://drive.google.com/file/d/1HPZdZ1T3H6e2KLKNN32APM-9Qvq7v5t-/view?usp=drivesdk,
LK/278/ABP/15/BBY/TM,Allahu Akbar #10,2015,"Agus ""Baqul"" Purnomo",65 x 60 cm,akrilik di atas kanvas,TANDA MATA XI,C04-1,,/TM-Low/LK278ABP15BBYTM.jpeg,LK_278_ABP_15_BBY_TM.pdf,https://drive.google.com/file/d/1KRStSlUBavcRI05cJjHs70wuXb44jy2d/view?usp=drivesdk,
LK/279/SID/15/BBY/TM,Serial Wayang Papet,2015,Samuel Indratma,60 x 80 cm,akrilik dan tinta cina di atas kertas,TANDA MATA XI,C05-1,,/TM-Low/LK279SID15BBYTM.jpeg,LK_279_SID_15_BBY_TM.pdf,https://drive.google.com/file/d/1H3-uV0y7ZoiuT3v1lJqQk8KsfceURIzr/view?usp=drivesdk,
LK/280/WBJ/15/BBY/TM,Portal Mortal,2015,Wardi Bajang,70 x 90 cm,cat minyak di atas kanvas,TANDA MATA XI,C05-2,,/TM-Low/LK280WBJ15BBYTM.jpeg,LK_280_WBJ_15_BBY_TM.pdf,https://drive.google.com/file/d/1AjbvC0EO0lPp8pbJ6n6CC8VFG7nr-rhj/view?usp=drivesdk,
LK/281/ISC/16/BBY/TM,Idiosyncratic (1 panel 6 karya),2016,"Idiosyncratic (Andi Waskito, Galih Hendra Swastika, Jaka Utama, Jessica Justinew Taboh, M. Yakin, Widi Pangestu Soegiono)",79 x 54 cm,cat minyak di atas kertas,TANDA MATA XI,C07-2,,/TM-Low/LK281ISC16BBYTM.jpeg,LK_281_ISC_16_BBY_TM.pdf,https://drive.google.com/file/d/1oyLWeYgJNdykpFOvfLXvpV4khOwxl_QJ/view?usp=drivesdk,
LK/282/CMT/16/BBY/TM,Wajah,2016,Camelia Mitasari & Reza Prastica Hasibuan,88 x 62 cm,cat minyak di atas kanvas,TANDA MATA XI,C07-2,,/TM-Low/LK282CMT16BBYTM.jpeg,LK_282_CMT_16_BBY_TM.pdf,https://drive.google.com/file/d/1XzhFfzpUazz5TWE-7QaO_XVWz137nG4J/view?usp=drivesdk,
LK/283/RJP/15/BBY/TM,The New Construction,2015,Rangga Jalu Pamungkas,90 x 60 cm,oil & permanent boardmarker on canvas,TANDA MATA XI,C09-1,,/TM-Low/LK283RJP15BBYTM.jpeg,LK_283_RJP_15_BBY_TM.pdf,https://drive.google.com/file/d/1fK-RiDmg1QOgkPo0LBk7Stb4_PdVOjA7/view?usp=drivesdk,
LK/284/ABP/16/BBY/TM,One Love,2016,"Agus ""Baqul"" Purnomo",61 x 168 cm,akrilik di atas kanvas,TANDA MATA XI,C10-2,,/TM-Low/LK284ABP16BBYTM.jpeg,LK_284_ABP_16_BBY_TM.pdf,https://drive.google.com/file/d/1Wf5mvclwLL0ORkiYvQOQDKUn-0qiAMHb/view?usp=drivesdk,
LK/285/HPM/16/BBY/TM,Self Portrait,2016,Heri Pemad,115 x 75 cm,digital print on cement,TANDA MATA XI,C15-2,,/TM-Low/LK285HPM16BBYTM.jpeg,LK_285_HPM_16_BBY_TM.pdf,https://drive.google.com/file/d/1EQdhLZ84N6AIDJJBOxF7WVpZLVxT271I/view?usp=drivesdk,
LK/286/JNR/16/BBY/TM,Halusinasi,2016,Januri,100 x 80 cm,mixmedia di atas kanvas,TANDA MATA XI,C15-1,,/TM-Low/LK286JNR16BBYTM.jpeg,LK_286_JNR_16_BBY_TM.pdf,https://drive.google.com/file/d/1BPNI-YMpxXpgGzOObXEnZKdDqvPu0Iut/view?usp=drivesdk,
LK/287/NMA/13/BBY/TM,Dari Rumah ke Pigura,2013,Dewa Ngakan Made Ardana,30 x 90 cm,cat minyak & pensil di kanvas,TANDA MATA XI,C10-1,,/TM-Low/LK287NMA13BBYTM.jpeg,LK_287_NMA_13_BBY_TM.pdf,https://drive.google.com/file/d/1dkhqBQ2rdps30TxPFEv4Oy84mUKAcAsr/view?usp=drivesdk,
LK/288/IKF/16/BBY/TM,Pamerkan Saja,2016,Iskandar Fauzi,40 x 40 cm,cat minyak di atas kanvas,TANDA MATA XI,D02-2,,/TM-Low/LK288IKF16BBYTM.jpeg,LK_288_IKF_16_BBY_TM.pdf,https://drive.google.com/file/d/1wau-i0FtSFzlFgdkoVBGCM9pSjs9thx4/view?usp=drivesdk,
LK/289/HAR/16/BBY/TM,Republik Mimpi,2016,Harun,180 x 140 cm,akrilik di atas kanvas,TANDA MATA XI,D03-1,,/TM-Low/LK289HAR16BBYTM.jpeg,LK_289_HAR_16_BBY_TM.pdf,https://drive.google.com/file/d/1WRZiB4K4btpFJBO2dWiiU7qbCvoHv-SH/view?usp=drivesdk,
LK/290/TAW/16/BBY/TM,BACK TO SIDE,2016,I Komang Trisno Adi Wirawan,100 x 100 cm,cat akrilik di atas kanvas,TANDA MATA XII,C15-1,,/TM-Low/LK290TAW16BBYTM.jpeg,LK_290_TAW_16_BBY_TM.pdf,https://drive.google.com/file/d/1P1lUGg24i-tr9xnCyUKCLhubPA0L5Mfo/view?usp=drivesdk,
LK/291/IDT/16/BBY/TM,SILENT VOICE,2016,Ignatius Dicky Takndare,180 x 140 cm,cat minyak di atas kanvas,TANDA MATA XII,E11-2,,/TM-Low/LK291IDT16BBYTM.jpeg,LK_291_IDT_16_BBY_TM.pdf,https://drive.google.com/file/d/15vWkkY-Mrqf4xsMzFY39nYAws90oA3jM/view?usp=drivesdk,
LK/292/WSR/16/BBY/TM,SATU YANG MASIH TERSISA,2016,I Wayan Sudarsana,80 x 100 cm,cat akrilik di atas kanvas,TANDA MATA XII,D05-2,,/TM-Low/LK292WSR16BBYTM.jpeg,LK_292_WSR_16_BBY_TM.pdf,https://drive.google.com/file/d/1JlxQurSJu2Xxai9dOK78_Ws9dHH_Kj-x/view?usp=drivesdk,
LK/293/ESL/08/BBY/TM,Kolaborasi Pulau Ketam,2008,"Eddy Sulistyo, Ipong Purnama Sidhi, Hardiana, I Made Arya Palguna, Januri, Katirin, Dona Prawita Arisuta, Soneo, Valentinus Rommy Iskandar",120 x 120 cm,mixmedia di atas kanvas,TANDA MATA XII,D13-1,,/TM-Low/LK293ESL08BBYTM.jpeg,LK_293_ESL_08_BBY_TM.pdf,https://drive.google.com/file/d/1rO2BbK0PDDCNgtng2Um2YLcLcwAvAKG3/view?usp=drivesdk,
LK/294/AGJ/17/BBY/TM,HAMBOOKGER,2017,Agoes Jumianto,80 x 80 cm,cat akrilik di atas kanvas,TANDA MATA XII,C15-2,,/TM-Low/LK294AGJ17BBYTM.jpeg,LK_294_AGJ_17_BBY_TM.pdf,https://drive.google.com/file/d/1cSRRsC3ZgXqW1MQKK_oUIr58ZmUaR4yN/view?usp=drivesdk,
LK/295/GAS/17/BBY/TM,MEMUTIH MENYATU NUSANTARA PERTIWI,2017,I Gede Arya Sucitra,200 x 150 cm,cat akrilik pada kanvas,TANDA MATA XII,E04-1,,/TM-Low/LK295GAS17BBYTM.jpeg,LK_295_GAS_17_BBY_TM.pdf,https://drive.google.com/file/d/14Q5WTviOmfv_VHsoWXXjcGQoXqZq5v4w/view?usp=drivesdk,
LK/296/BMA/17/BBY/TM,Invastion,2017,Bramantyo Astadi,150 x 110 cm,cat akrilik di atas kanvas,TANDA MATA XII,D07-2,,/TM-Low/LK296BMA17BBYTM.jpeg,LK_296_BMA_17_BBY_TM.pdf,https://drive.google.com/file/d/1l742TyEiKXtvICcqJ0TFnr3Fsj66MtSK/view?usp=drivesdk,
LK/297/AHT/17/BBY/TM,Se-Mount-Icon,2017,Arif Hanung T,90 x 110 cm,cat akrilik di atas kanvas,TANDA MATA XII,C17-1,,/TM-Low/LK297AHT17BBYTM.jpeg,LK_297_AHT_17_BBY_TM.pdf,https://drive.google.com/file/d/1q79nb2ANf2B5rne2UJXsYGJ_IW9Rkws0/view?usp=drivesdk,
LK/298/JMS/17/BBY/TM,HARMONY IN DIVERSITY,2017,Siswa Jogja Montessori School Yogyakarta,100 x 70 cm,mixmedia di atas kanvas,TANDA MATA XII,D11-2,,/TM-Low/LK298JMS17BBYTM.jpeg,LK_298_JMS_17_BBY_TM.pdf,https://drive.google.com/file/d/1L2Vzzo8g1WnycUUYJBsHa6du37gOZ-PH/view?usp=drivesdk,
LK/299/AKS/17/BBY/TM,SOSIALITA,2017,Astuti Kusumo,120 x 140 cm,cat akrilik di atas kanvas,TANDA MATA XII,D11-1,,/TM-Low/LK299AKS17BBYTM.jpeg,LK_299_AKS_17_BBY_TM.pdf,https://drive.google.com/file/d/1sVnXWaa8kJo88jqJRleCEdraCRfXQr_U/view?usp=drivesdk,
LK/300/EWS/17/BBY/TM,SULPHUR,2017,Eiwand Suryo,90 x 70 cm,cat minyak di atas kanvas,TANDA MATA XII,D02-1,,/TM-Low/LK300EWS17BBYTM.jpeg,LK_300_EWS_17_BBY_TM.pdf,https://drive.google.com/file/d/1W0JTbaG7PJ43X9XDGKnVQd1WqaHijbAQ/view?usp=drivesdk,
LK/301/BPW/17/BBY/TM,I FEEL DIZY,2017,Bowo Purwadi,90 x 60 cm,cat minyak di atas kanvas,TANDA MATA XII,D06-1,,/TM-Low/LK301BPW17BBYTM.jpeg,LK_301_BPW_17_BBY_TM.pdf,https://drive.google.com/file/d/109p0L6KKLhR8UC5pQNFQ8XA663e0gnvJ/view?usp=drivesdk,
LK/302/LQC/17/BBY/TM,Sang Pamomong,2017,"Liquid Color: C. Roadyn Choerudin, Andy Miswandi, Endro Banyu, Muji Harjo, Sigit Raharjo",140 x 140 cm,mixedmedia di atas kanvas,TANDA MATA XII,E04-2,,/TM-Low/LK302LQC17BBYTM.jpeg,LK_302_LQC_17_BBY_TM.pdf,https://drive.google.com/file/d/1PoSrJNEUxe3TG7g6dmdC0DAHN9C1lZHP/view?usp=drivesdk,
LK/303/GRS/16/BBY/TM,BERDAMAI DENGAN MASA LALU,2016,Galih Reza Suseno,140 x 90 cm,cat akrilik di atas kanvas,TANDA MATA XII,E01-2,,/TM-Low/LK303GRS16BBYTM.jpeg,LK_303_GRS_16_BBY_TM.pdf,https://drive.google.com/file/d/1hO9MGZusomGD-hiQX5Ux0TuK_bEA5OAM/view?usp=drivesdk,
LK/304/PDP/13/BBY/TM,POTRET DIRI KATARAK SERIES,2013,Pupuk DP,50 x 60 cm,cat minyak di atas kanvas,TANDA MATA XII,C09-1,,/TM-Low/LK304PDP13BBYTM.jpeg,LK_304_PDP_13_BBY_TM.pdf,https://drive.google.com/file/d/1OHkmkZhIuOjLXGiZI5lyfkGvyD2SHdEC/view?usp=drivesdk,
LK/305/AAG/17/BBY/TM,WRONG PEOPLE,2017,Anton Afganial,210 x 140 cm,cat akrilik di atas kanvas,TANDA MATA XII,E04-2,,/TM-Low/LK305AAG17BBYTM.jpeg,LK_305_AAG_17_BBY_TM.pdf,https://drive.google.com/file/d/1Sr0q3UELvGM90tHMRrbx5-nmL98bOIgO/view?usp=drivesdk,
LK/306/HLT/16/BBY/TM,MAKE IT BETTER Y'RE PLACE,2016,Hotland Tobing,74 x 106 cm,"tinta, ecoline di atas kertas",TANDA MATA XII,D02-1,,/TM-Low/LK306HLT16BBYTM.jpeg,LK_306_HLT_16_BBY_TM.pdf,https://drive.google.com/file/d/1pA5ItzqmjRQOTCngpuHyK-g4q6Ijp66V/view?usp=drivesdk,
LK/307/WBM/18/BBY/TM,KEEPER,2018,I Wayan Bayu Mandira,50 x 50 cm,cat akrilik di atas kanvas,TANDA MATA XII,C10-2,,/TM-Low/LK307WBM18BBYTM.jpeg,LK_307_WBM_18_BBY_TM.pdf,https://drive.google.com/file/d/1tvlY1mRw8giUS-SIbgSkcLxTDEkVrc2v/view?usp=drivesdk,
LK/308/BYK/17/BBY/TM,DI TOTO 'WANITO',2017,Budiyono Kampret,160 x 160 cm,drawing arang kayu di atas kanvas,TANDA MATA XII,,,/TM-Low/LK308BYK17BBYTM.jpeg,LK_308_BYK_17_BBY_TM.pdf,https://drive.google.com/file/d/1dREY_AaYyQ62nEZk8EKex2W_UU9e88pq/view?usp=drivesdk,
LK/309/GGY/18/BBY/TM,THE FINAL CUT,2018,Gong Yulistiyono,120 x 90 cm,cat akrilik di atas kanvas,TANDA MATA XII,C14-2,,/TM-Low/LK309GGY18BBYTM.jpeg,LK_309_GGY_18_BBY_TM.pdf,https://drive.google.com/file/d/1Sa6sMWdKR7Vsf80IYfP5o7R-wu9HNxYl/view?usp=drivesdk,
LK/310/SPM/18/BBY/TM,SPIRITUAL,2018,Sri Pramono,145 x 145 cm,cat akrilik di atas kanvas,TANDA MATA XII,C16-1,,/TM-Low/LK310SPM18BBYTM.jpeg,LK_310_SPM_18_BBY_TM.pdf,https://drive.google.com/file/d/1dy2MboA6nr4gPjpcxqM0GgVJMMcZ8W0n/view?usp=drivesdk,
LK/311/ANY/15/BBY/TM,BALANCE,2015,"Agus Nuryanto, A.Md",80 x 90 cm,cat akrilik di atas kanvas,TANDA MATA XII,C14-2,,/TM-Low/LK311ANY15BBYTM.jpeg,LK_311_ANY_15_BBY_TM.pdf,https://drive.google.com/file/d/1rX8eb7lYztUxNB14iugLiCZQC2__djEm/view?usp=drivesdk,
LK/312/ISK/18/BBY/TM,GOJEKAN DOLANAN,2018,Iskandar,60 x 50 cm,lukisan kaca,TANDA MATA XII,C08-2,,/TM-Low/LK312ISK18BBYTM.jpeg,LK_312_ISK_18_BBY_TM.pdf,https://drive.google.com/file/d/1zXPQ0fqHlvy7o0GNVft9wuqlE2AIzP64/view?usp=drivesdk,
LK/313/HSN/18/BBY/TM,Keseimbangan,2018,Hono Sun,40 x 60 cm,cat akrilik di atas kanvas,TANDA MATA XII,C04-2,,/TM-Low/LK313HSN18BBYTM.jpeg,LK_313_HSN_18_BBY_TM.pdf,https://drive.google.com/file/d/1YKAiTtq3w4XYo-s0deKk-0dm7bdNZzNS/view?usp=drivesdk,
LK/314/HYT/18/BBY/TM,Ziarah,2018,Hayatuddin,55 x 54 cm,mixed media di atas kertas,TANDA MATA XII,C13-1,,/TM-Low/LK314HYT18BBYTM.jpeg,LK_314_HYT_18_BBY_TM.pdf,https://drive.google.com/file/d/1AnTE6KVOj_fLSdQQn8IcY3GX8JqJ2GRM/view?usp=drivesdk,
LK/315/AGP/14/BBY/TM,Untitled,2014,Anggar Prasetya,30 x 30 cm,cat akrilik di atas kanvas,TANDA MATA XII,C05-2,,/TM-Low/LK315AGP14BBYTM.jpeg,LK_315_AGP_14_BBY_TM.pdf,https://drive.google.com/file/d/12xTPkw7ZYUBa2DhNkUIbr7cTC1VjZ0Yd/view?usp=drivesdk,
LK/316/MWR/14/BBY/TM,Untitled,2014,I Made Wiradana,25 x 30 cm,mixmedia di atas kanvas,TANDA MATA XII,C05-2,,/TM-Low/LK316MWR14BBYTM.jpeg,LK_316_MWR_14_BBY_TM.pdf,https://drive.google.com/file/d/19udJ_Ve6IIQq3asnbt-HSLv_MAg72GWU/view?usp=drivesdk,
LK/317/LST/14/BBY/TM,Bungkam Saja,2014,Laksmi Shitaresmi,30 x 30 cm,cat akrilik di atas kanvas,TANDA MATA XII,C05-1,,/TM-Low/LK317LST14BBYTM.jpeg,LK_317_LST_14_BBY_TM.pdf,https://drive.google.com/file/d/1vB9rYBV_nKP3pbobjK7fChpeqV-2buUA/view?usp=drivesdk,
LK/318/WST/14/BBY/TM,Pengendang,2014,Wahyu Santosa,24 x 33 cm,drawing pensil di atas kertas,TANDA MATA XII,C05-1,,/TM-Low/LK318WST14BBYTM.jpeg,LK_318_WST_14_BBY_TM.pdf,https://drive.google.com/file/d/1Mkk7WVxWjEWuBt0rKmucg-vAd5Kwd2QM/view?usp=drivesdk,
LK/319/NRN/18/BBY/TM,Codot,2018,N. Rinaldi,60 x 40 cm,Akrilik di atas kanvas,TANDA MATA XIII,C05-1,,/TM-Low/LK319NRN18BBYTM.jpeg,LK_319_NRN_18_BBY_TM.pdf,https://drive.google.com/file/d/1vqcDjadW3aYuZje2wdpzHmOuiHLpQsQn/view?usp=drivesdk,
LK/320/HSD/17/BBY/TM,Hunters in the Void,2017,Hery Sudiono,50 x 60 cm,Akrilik di atas kanvas,TANDA MATA XIII,C06-1,,/TM-Low/LK320HSD17BBYTM.jpeg,LK_320_HSD_17_BBY_TM.pdf,https://drive.google.com/file/d/1xo3VZ3JbwsY_RHwrhIwTFjPcE9NkSLFu/view?usp=drivesdk,
LK/321/PSL/18/BBY/TM,Ron Layar (Deforestasi),2018,Pambudi Sulistio,100 x 80 cm,Mix Media,TANDA MATA XIII,C11-2,,/TM-Low/LK321PSL18BBYTM.jpeg,LK_321_PSL_18_BBY_TM.pdf,https://drive.google.com/file/d/1ISAdvic-hGmKq2IoeYVHSZiZq92lLd_T/view?usp=drivesdk,
